('the', 'DET')43627
('alaska', 'NOUN')18
('u.s.a.', 'NOUN')4
('photographic', 'ADJ')7
('photogenic', 'ADJ')2
('birthplace', 'NOUN')4
('battlefields', 'NOUN')2
('villages', 'NOUN')6
('peerless', 'ADJ')1
('metropolis', 'NOUN')8
('verdant', 'ADJ')1
('two-day', 'ADJ')2
('annapolis', 'NOUN')1
('wednesdays', 'NOUN')1
('eye-filling', 'ADJ')1
('lancaster', 'NOUN')2
('dutch', 'ADJ')4
('forge', 'NOUN')1
('beaches', 'NOUN')13
('townships', 'NOUN')1
('whaling', 'VERB')1
('sturbridge', 'NOUN')1
('completely-restored', 'ADJ')1
('acadia', 'NOUN')1
('rockbound', 'ADJ')1
('champlain', 'NOUN')3
('ethan', 'NOUN')4
('adirondack', 'NOUN')2
('mts.', 'NOUN')1
('winooski', 'NOUN')4
('whirlwind', 'NOUN')2
('sightseeing', 'VERB')1
('ferry', 'NOUN')3
('northeastern', 'ADJ')1
('locales', 'NOUN')4
('modernistic', 'ADJ')1
('weekday', 'NOUN')1
('tripods', 'NOUN')1
('photos', 'NOUN')5
('flash', 'NOUN')5
('subject', 'ADJ')32
('above', 'ADJ')11
('picturesque', 'ADJ')3
('lighthouses', 'NOUN')1
('overexpose', 'VERB')1
('light-reflecting', 'ADJ')1
('1/50th', 'ADJ')1
('sunlight', 'NOUN')16
('encompasses', 'VERB')1
('expanse', 'NOUN')3
('spectacles', 'NOUN')1
('tourist', 'NOUN')12
('re-enactments', 'NOUN')1
('vicksburg', 'NOUN')1
('fredericksburg', 'NOUN')1
('unequalled', 'ADJ')1
('cypress', 'NOUN')4
('water-ski', 'NOUN')1
('pose', 'VERB')8
('glass-bottom', 'NOUN')1
('rides', 'NOUN')4
('everglades', 'NOUN')1
('photograph', 'VERB')3
('surroundings', 'NOUN')6
('palm-studded', 'ADJ')1
('seaquarium', 'NOUN')2
('parrot', 'NOUN')1
('wrought', 'VERB')2
('balconies', 'NOUN')1
('williamsburg', 'NOUN')1
('jamestown', 'NOUN')1
('yorktown', 'NOUN')2
('adventure', 'NOUN')6
('luray', 'NOUN')1
('caverns', 'NOUN')1
('lit', 'VERB')9
('photofloodlights', 'NOUN')1
('attractions', 'NOUN')4
('alamo', 'NOUN')1
('smoky', 'ADJ')4
('127-mile', 'ADJ')1
('gorges', 'NOUN')1
('gatlinburg', 'NOUN')2
('scenic', 'ADJ')7
('chattanooga', 'NOUN')1
('trademarks', 'NOUN')1
('charleston', 'NOUN')2
('natchez', 'NOUN')2
('charlottesville', 'NOUN')1
('monticello', 'NOUN')1
('picturing', 'VERB')1
('photo', 'NOUN')5
('sponsors', 'VERB')1
('profusion', 'NOUN')1
('flourishing', 'VERB')1
('uneven', 'ADJ')5
('lighting', 'NOUN')5
('results', 'VERB')12
('shafts', 'NOUN')2
('filtering', 'VERB')2
('overhead', 'ADJ')3
('predominantly', 'ADV')4
('long-view', 'NOUN')1
('scenics', 'NOUN')1
('ante-bellum', 'ADJ')2
('tripod', 'NOUN')3
('synchronized', 'VERB')1
('600-mile', 'ADJ')1
('5-7', 'NUM')1
('linville', 'NOUN')1
('waterskiing', 'VERB')1
('midwestern', 'ADJ')4
('stroll', 'NOUN')3
('unfold', 'VERB')1
('photographer', 'NOUN')4
('dells', 'NOUN')1
('overgrown', 'VERB')1
('fern', 'NOUN')1
('rates', 'VERB')4
('stopover', 'NOUN')1
('farmlands', 'NOUN')1
('badlands', 'NOUN')1
('image-provoking', 'ADJ')1
('mining', 'VERB')5
('deadwood', 'NOUN')1
('vicinity', 'NOUN')4
('rushmore', 'NOUN')1
('memorial', 'NOUN')4
("twain's", 'NOUN')1
('hannibal', 'NOUN')1
('landmarks', 'NOUN')6
('visualize', 'VERB')1
('huck', 'NOUN')1
('finn', 'NOUN')1
('hatched', 'VERB')1
('boyish', 'ADJ')2
('mischief', 'NOUN')2
('vacationland', 'NOUN')1
('borders', 'NOUN')6
('itasca', 'NOUN')1
('mementoes', 'NOUN')1
('wyatt', 'NOUN')1
('earp', 'NOUN')1
('nebraska', 'NOUN')5
('cowboys', 'NOUN')4
('abilene', 'NOUN')2
('ex-president', 'NOUN')2
('boomtown', 'NOUN')1
("70's", 'NOUN')1
("80's", 'NOUN')1
('mackinack', 'NOUN')1
('relives', 'VERB')1
('inhabitants', 'NOUN')9
('carriages', 'NOUN')2
('autos', 'NOUN')3
('forts', 'NOUN')4
('tourists', 'NOUN')8
('travelogue', 'NOUN')2
('fill-in', 'NOUN')1
('memo', 'NOUN')1
('sightseers', 'NOUN')1
('dioramas', 'NOUN')1
('sometimes-necessary', 'ADJ')1
('exposures', 'NOUN')2
('re-enactment', 'NOUN')1
('lexington', 'NOUN')2
('world-renowned', 'ADJ')2
('27-30', 'NUM')1
('elgin', 'NOUN')1
('tulip', 'NOUN')3
('holland', 'NOUN')6
('12-14', 'NUM')1
('usga', 'NOUN')1
('15-17', 'NUM')1
('vacationers', 'NOUN')1
('fun-filled', 'ADJ')1
('derby', 'NOUN')5
('19-23', 'NUM')1
('20-22', 'NUM')1
('two-week', 'ADJ')1
('yosemite', 'NOUN')3
('2,425', 'NUM')1
('sequoia', 'NOUN')1
('zion', 'NOUN')5
('bryce', 'NOUN')2
('canyon', 'NOUN')11
('fanciful', 'ADJ')2
('formations', 'NOUN')7
('loom', 'VERB')1
('semiarid', 'ADJ')1
("colorado's", 'NOUN')1
('landmark', 'NOUN')3
('highpoint', 'NOUN')2
('istanbul', 'NOUN')5
('haphazard', 'ADJ')1
('disappearing', 'VERB')4
('boulevards', 'NOUN')2
('graceful', 'ADJ')7
('spires', 'NOUN')2
('mosques', 'NOUN')2
('panorama', 'NOUN')3
('bosphorus', 'NOUN')5
('rubbed', 'VERB')11
('byzantium', 'NOUN')1
('byzas', 'NOUN')1
('ruler', 'NOUN')2
('megarians', 'NOUN')1
('11,330', 'NUM')1
('constantinople', 'NOUN')3
('constantine', 'NOUN')7
('1453', 'NUM')2
('vestige', 'NOUN')1
('turks', 'NOUN')5
('ottoman', 'ADJ')2
('moslem', 'ADJ')2
('marmara', 'NOUN')3
('pan', 'ADJ')2
('airways', 'NOUN')5
("american's", 'NOUN')1
('driveway', 'NOUN')10
('cumhuriyet', 'NOUN')1
('cadesi', 'NOUN')1
('taksim', 'NOUN')1
('hubs', 'NOUN')2
('t', 'NOUN')34
('dolmabahce', 'NOUN')1
('liners', 'NOUN')1
('galata', 'NOUN')1
('empties', 'VERB')2
('sophia', 'NOUN')7
('minarets', 'NOUN')4
('slenderer', 'ADJ')1
('mosque', 'NOUN')10
('eminonu', 'NOUN')1
('yeni', 'NOUN')1
('cami', 'NOUN')1
('seventeenth', 'ADJ')11
('spice', 'NOUN')2
('bazaar', 'NOUN')7
("pandelli's", 'NOUN')1
('pagan', 'NOUN')1
('temples', 'NOUN')3
('sophias', 'NOUN')1
('justinian', 'NOUN')3
('532', 'NUM')1
('grander', 'ADJ')1
("solomon's", 'NOUN')1
('emperors', 'NOUN')4
('conquered', 'VERB')1
('stubby', 'ADJ')2
('sixteenth', 'ADJ')6
('sinan', 'NOUN')1
('michelangelo', 'NOUN')20
('buttresses', 'NOUN')1
('mosaics', 'NOUN')1
('plastered', 'VERB')2
('moslems', 'NOUN')1
('plaques', 'NOUN')3
('artemis', 'NOUN')1
('ephesus', 'NOUN')2
('heliopolis', 'NOUN')2
('wooden', 'ADJ')32
('minber', 'NOUN')1
('grillwork', 'NOUN')1
('sultans', 'NOUN')4
('hippodrome', 'NOUN')5
('196', 'NUM')1
('chariot', 'NOUN')2
('monuments', 'NOUN')6
('crusaders', 'NOUN')1
("kaiser's", 'NOUN')3
('ugly', 'ADJ')10
('octagonal', 'ADJ')2
('1895', 'NUM')4
('sultan', 'NOUN')3
('ahmet', 'NOUN')3
('constructed', 'VERB')23
('obelisk', 'NOUN')6
('theodosius', 'NOUN')1
('egypt', 'NOUN')6
('1,600', 'NUM')1
('thutmose', 'NOUN')1
('lateran', 'NOUN')1
('390', 'NUM')1
('serpentine', 'ADJ')1
('entwined', 'VERB')1
('serpents', 'NOUN')2
('delphi', 'NOUN')1
('truncated', 'VERB')2
('rivalled', 'VERB')1
('rhodes', 'NOUN')2
('retracing', 'VERB')1
('courtyard', 'NOUN')6
('pointed', 'ADJ')1
('arches', 'NOUN')4
('cascade', 'VERB')1
('rectangular', 'ADJ')5
('muezzin', 'NOUN')1
('chant', 'VERB')1
('tile', 'NOUN')12
('cream', 'ADJ')2
('burnt', 'VERB')6
('bayezit', 'NOUN')2
('gazinosu', 'NOUN')1
('pointing', 'VERB')15
('overlooking', 'VERB')2
('arcade', 'NOUN')3
('baklava', 'NOUN')1
('flaky', 'ADJ')2
('favorite', 'NOUN')3
('dessert', 'NOUN')4
('red-tile', 'NOUN')1
('sunken', 'ADJ')2
('cistern', 'NOUN')2
('pillars', 'NOUN')4
('pagoda', 'NOUN')1
('lettering', 'NOUN')2
('decorations', 'NOUN')3
('topkapi', 'NOUN')1
('irene', 'NOUN')1
('330', 'NUM')1
("executioner's", 'NOUN')1
('washed', 'VERB')9
('sword', 'NOUN')4
('beheading', 'VERB')1
('towers', 'NOUN')1
('prisons', 'NOUN')3
('arrowed', 'ADJ')1
('veered', 'VERB')2
('chimneys', 'NOUN')2
('porcelain', 'NOUN')2
('utensils', 'NOUN')3
('floor-length', 'NOUN')1
('portico', 'NOUN')3
('illuminated', 'VERB')8
('cups', 'NOUN')10
('diamonds', 'NOUN')4
('jewelled', 'ADJ')1
('swords', 'NOUN')1
('divan-like', 'ADJ')1
('thrones', 'NOUN')1
('cross-legged', 'ADJ')2
('emeralds', 'NOUN')6
('pearls', 'NOUN')2
('furnished', 'VERB')10
('divans', 'NOUN')1
('squares', 'NOUN')11
('lasting', 'VERB')4
('glowing', 'VERB')7
('coals', 'NOUN')7
('ashes', 'NOUN')5
('sprinkle', 'VERB')2
('grease', 'NOUN')6
('line', 'VERB')3
('foil', 'NOUN')14
('plastic', 'NOUN')20
('basting', 'VERB')2
('sauces', 'NOUN')5
('detergent', 'NOUN')22
('rinse', 'VERB')1
('barbecued', 'VERB')2
('spit', 'NOUN')2
('heating', 'VERB')16
('vegetables', 'NOUN')13
('shorten', 'VERB')4
('aluminum', 'NOUN')10
('sear', 'VERB')2
('juiciest', 'ADJ')1
('puncturing', 'VERB')1
('meats', 'NOUN')12
('boldly', 'ADV')4
('halves', 'NOUN')1
('allot', 'VERB')1
('roasts', 'NOUN')1
('insert', 'VERB')5
('thermometer', 'NOUN')8
('diagonally', 'ADV')3
('test-run', 'NOUN')1
('cook', 'VERB')10
('non-freezing', 'ADJ')1
('drink', 'NOUN')36
('desserts', 'NOUN')2
('marinade', 'NOUN')1
('outdoors', 'ADV')3
('cooler', 'NOUN')4
('ice', 'NOUN')18
('pan', 'NOUN')7
('hibachi', 'NOUN')4
('tongs', 'NOUN')1
('forks', 'NOUN')2
('drips', 'VERB')1
('flares', 'VERB')1
('melamine', 'NOUN')2
('bowls', 'NOUN')3
('saucers', 'NOUN')2
('platters', 'NOUN')1
('toughest', 'ADJ')1
('unbreakable', 'ADJ')5
('dinnerware', 'NOUN')1
('fancy', 'ADJ')4
('tablecloths', 'NOUN')1
('wall-tex', 'NOUN')1
('oilcloth', 'NOUN')2
('barbecues', 'NOUN')3
('79-cents', 'NOUN')1
('wine-', 'NOUN')1
('beer-cooling', 'NOUN')1
('liquid', 'NOUN')18
('refreshments', 'NOUN')1
('varieties', 'NOUN')4
('coolers', 'NOUN')3
('hamburgers', 'NOUN')4
('frozen', 'VERB')16
('stews', 'NOUN')1
('chowders', 'NOUN')1
('marina', 'NOUN')7
('a-1', 'ADJ')2
('shish', 'NOUN')1
('kebob', 'NOUN')1
('lobster', 'NOUN')1
('cloth', 'NOUN')18
('towels', 'NOUN')7
('mopping', 'VERB')2
('year-round', 'ADJ')3
('hibachi', 'VERB')1
('grill', 'VERB')1
('portable', 'ADJ')9
('bernz-o-matic', 'NOUN')1
('all-purpose', 'ADJ')1
('mugs', 'NOUN')2
('earthenware', 'NOUN')1
('chilled', 'VERB')3
('dressing', 'NOUN')3
('joys', 'NOUN')4
('feeding', 'VERB')10
('gasoline', 'NOUN')5
('bureaus', 'NOUN')1
('booklets', 'NOUN')1
('loading', 'NOUN')4
('hamburger', 'NOUN')5
('buns', 'NOUN')8
('relishes', 'NOUN')2
('75%', 'NOUN')4
('100%', 'NOUN')3
('skillet', 'NOUN')2
('essentials', 'NOUN')1
('knives', 'NOUN')6
('home-for-the-night', 'NOUN')1
('25-cents', 'NOUN')1
('load', 'VERB')2
('franks', 'NOUN')8
('sausages', 'NOUN')4
('list', 'VERB')6
('basics', 'NOUN')1
('cervelat', 'NOUN')1
('mettwurst', 'NOUN')1
('bratwurst', 'NOUN')1
('bockwurst', 'NOUN')1
('knackwurst', 'NOUN')1
('bologna', 'NOUN')2
('pepperoni', 'NOUN')1
('blutwurst', 'NOUN')1
('specialties', 'NOUN')3
('threaded', 'VERB')3
('skewer', 'NOUN')1
('mushroom', 'NOUN')2
('spiced', 'VERB')3
('feast', 'NOUN')3
('frankfurter', 'NOUN')17
('feuchtwanger', 'NOUN')2
('grilled', 'VERB')2
('soil', 'VERB')2
('gloves', 'NOUN')6
('sausage-meat', 'NOUN')1
('sized', 'VERB')1
('franks-in-buns', 'NOUN')1
('treat', 'NOUN')1
('skinless', 'ADJ')4
('toasted', 'VERB')2
('sedately', 'ADV')1
('charcoal', 'NOUN')9
('broiled', 'VERB')2
('juices', 'NOUN')2
('permeate', 'VERB')1
('pickle', 'NOUN')1
('mayonnaise', 'NOUN')1
('extras', 'NOUN')1
('tangy', 'ADJ')1
('chive', 'NOUN')1
('cheese', 'NOUN')8
('horse-radish', 'NOUN')2
('toast', 'VERB')3
('browning', 'VERB')1
('marinating', 'VERB')1
('juice', 'NOUN')7
('broil', 'VERB')1
('usual', 'ADV')4
('styled', 'VERB')3
('fix', 'VERB')9
("neighbor's", 'NOUN')2
('popping', 'VERB')3
('watering', 'VERB')3
('jiffy', 'ADJ')1
('chili', 'NOUN')6
('sauce', 'VERB')1
('1/3', 'NUM')2
('tablespoon', 'NOUN')5
('teaspoons', 'NOUN')3
('pound', 'NOUN')7
('chipped', 'VERB')3
('sandwich', 'NOUN')5
('ingredients', 'NOUN')5
('sayonara', 'UH')1
('goodbye', 'NOUN')1
('toasting', 'VERB')1
('burners', 'NOUN')2
('dipping', 'VERB')1
('tasty', 'ADJ')2
('canned', 'VERB')5
('cocktail', 'NOUN')12
('frankfurters', 'NOUN')7
('sweet-sour', 'ADJ')3
('chopped', 'VERB')3
('8-oz.', 'NOUN')1
('1/4', 'NUM')5
('chunks', 'NOUN')5
('paprika', 'NOUN')2
('spear', 'VERB')2
('picks', 'NOUN')1
('broiler', 'NOUN')2
('dip', 'NOUN')3
('tidbits', 'NOUN')1
('tastes', 'VERB')3
('fold', 'VERB')2
('trim-your-own-franks', 'NOUN')1
('back-yard', 'NOUN')1
('toppings', 'NOUN')1
('carne', 'NOUN')3
('coney', 'NOUN')2
('sauerkraut', 'NOUN')4
('kraut', 'NOUN')1
('chop', 'VERB')1
('onions', 'NOUN')4
('moisten', 'VERB')2
('suit', 'VERB')2
('caraway', 'NOUN')2
('ketchup', 'NOUN')1
('teaspoon', 'NOUN')4
('prick', 'VERB')1
('stirring', 'VERB')11
('servings', 'NOUN')1
('pretend', 'ADJ')1
('criss-cross', 'ADJ')1
('gashes', 'NOUN')2
('drained', 'VERB')5
('rectangle', 'NOUN')3
('pinch', 'VERB')2
('edges', 'NOUN')23
('roast', 'VERB')2
('15-20', 'NUM')1
('biscuit', 'NOUN')1
('mix', 'NOUN')2
('2/3', 'NUM')1
('knead', 'VERB')1
('floured', 'VERB')1
('af-inch', 'NOUN')1
('carefully', 'ADV')50
('strips', 'NOUN')4
('3/4', 'NUM')1
('pinching', 'VERB')2
('melted', 'VERB')8
('patties', 'NOUN')2
('nuts', 'NOUN')17
('ground', 'VERB')15
('grated', 'VERB')2
('barbecue', 'VERB')1
('pottery', 'NOUN')15
('instructions', 'NOUN')14
('drying', 'VERB')8
('glazing', 'VERB')1
('molds', 'NOUN')5
('presses', 'NOUN')1
('ceramic', 'ADJ')5
('modeling', 'VERB')1
('stoneware', 'NOUN')3
('tiles', 'NOUN')4
('glazes', 'NOUN')3
('one-stroke', 'NOUN')2
('stains', 'NOUN')8
('cones', 'NOUN')2
('well-wedged', 'ADJ')1
('bubbles', 'NOUN')5
('pliable', 'ADJ')1
('cracking', 'VERB')13
('wax', 'NOUN')8
('mold', 'NOUN')39
('thickness', 'NOUN')33
('cavity', 'NOUN')11
('excess', 'ADJ')14
('moistening', 'VERB')1
('locking', 'VERB')2
('antique', 'NOUN')5
('dampness', 'NOUN')1
('cupped', 'VERB')4
('tapping', 'NOUN')3
('underside', 'NOUN')3
('plaster', 'NOUN')18
('bending', 'VERB')2
('warping', 'VERB')4
('corrections', 'NOUN')2
('square', 'VERB')6
('smooth', 'VERB')4
('wood-grained', 'ADJ')1
('tool', 'NOUN')13
('handle', 'NOUN')17
('paintbrush', 'NOUN')1
('grooves', 'NOUN')3
('pinholes', 'NOUN')1
('craters', 'NOUN')5
('dry', 'VERB')13
("1/4''", 'NOUN')5
('roughened', 'VERB')1
('bisque', 'NOUN')6
('glazed', 'VERB')4
('coats', 'NOUN')8
('creek-turn', 'NOUN')5
('decorated', 'VERB')4
('unfired', 'ADJ')2
('yellow-green', 'ADJ')1
('blue-green', 'ADJ')3
('cone', 'NOUN')10
('05', 'NUM')3
('plaque', 'NOUN')2
('stained', 'VERB')8
("jacquelyn's", 'NOUN')1
('stain', 'NOUN')2
("manufacturer's", 'NOUN')1
('opaque', 'ADJ')5
('cantaloupe', 'NOUN')1
('transparent', 'ADJ')12
('paperweight', 'NOUN')2
("1/2''", 'NOUN')3
('thick', 'NOUN')1
('undercut', 'NOUN')1
('spaced', 'VERB')7
('pencil', 'NOUN')32
('eraser', 'NOUN')2
('personalized', 'VERB')2
('unglazed', 'ADJ')1
('jars', 'NOUN')3
('lids', 'NOUN')4
('jar', 'NOUN')10
('fig.', 'NOUN')42
('measurements', 'NOUN')49
('measuring', 'VERB')15
('inside', 'ADJ')4
('circumference', 'NOUN')3
('circular', 'ADJ')11
('diameter', 'NOUN')25
("3/16''", 'NOUN')2
('disk', 'NOUN')20
('bevel', 'VERB')2
('overlap', 'VERB')4
('overlapped', 'VERB')1
('reinforcing', 'VERB')2
('coil', 'NOUN')5
('vent', 'NOUN')6
('fit', 'NOUN')12
('08', 'NUM')2
('toner', 'NOUN')3
('ware', 'NOUN')1
('sponge', 'VERB')2
('glaze', 'VERB')2
('matt', 'NOUN')3
('sponged', 'VERB')2
('turquoise', 'ADJ')2
('06-05', 'NUM')2
('measurement', 'NOUN')27
('rim', 'NOUN')3
('beveled', 'VERB')3
('miter', 'VERB')1
('design-side', 'NOUN')1
('shaker', 'NOUN')2
('construct', 'VERB')7
('coils', 'NOUN')2
('reinforce', 'VERB')6
('upside', 'ADV')3
('recess', 'VERB')1
('stopper', 'NOUN')2
('creamer', 'NOUN')4
('overlapping', 'VERB')3
('splice', 'NOUN')1
('cylinder', 'NOUN')5
('seam', 'NOUN')7
("3-1/2''", 'NOUN')1
('dowel', 'NOUN')2
('container', 'NOUN')10
('spout', 'NOUN')1
('dampen', 'VERB')1
('outward', 'ADV')6
('omitting', 'VERB')4
('spoon', 'NOUN')4
('vases', 'NOUN')11
('shakers', 'NOUN')2
('candles', 'NOUN')4
('filling', 'VERB')12
('napkin', 'NOUN')2
('holder', 'NOUN')27
('leather-hard', 'ADJ')1
('cardboard', 'NOUN')2
('breakage', 'NOUN')1
('greenware', 'NOUN')1
('inside', 'NOUN')13
('bottle', 'NOUN')41
('strand', 'NOUN')5
('photograph', 'NOUN')8
('purled', 'VERB')1
('armhole', 'NOUN')3
('stitches', 'NOUN')2
('markers', 'NOUN')1
('sl', 'NOUN')1
('marker', 'NOUN')4
('needle', 'NOUN')8
('slip', 'VERB')4
('backstitching', 'VERB')1
('sew', 'VERB')2
('backstitch', 'NOUN')2
('sewn', 'VERB')1
('curved', 'VERB')5
('slanted', 'VERB')2
('pin', 'VERB')2
('thread', 'VERB')2
('backstitch', 'VERB')2
('underarm', 'NOUN')1
('evenly', 'ADV')2
('weaving', 'VERB')1
('sock', 'NOUN')3
('woven', 'VERB')3
('latitude', 'NOUN')5
('conditioning', 'NOUN')9
('fha', 'NOUN')3
('cooling', 'VERB')29
('inclusion', 'NOUN')1
('simplified', 'VERB')8
('packaged', 'VERB')4
('prefabricated', 'VERB')2
('glass-fiber', 'NOUN')2
('ducts', 'NOUN')6
('add-on', 'ADJ')1
('1800-square-foot', 'ADJ')1
('$600', 'NOUN')8
('installation', 'NOUN')8
('install', 'VERB')6
('upkeep', 'NOUN')6
('concurs', 'VERB')2
('offset', 'VERB')9
('worth-while', 'ADJ')1
('overcooled', 'VERB')1
('thermal', 'ADJ')24
('15-degree', 'ADJ')1
('differential', 'NOUN')2
('harmed', 'VERB')2
('colds', 'NOUN')2
('filtered', 'VERB')3
('benefits', 'VERB')1
('allergies', 'NOUN')1
('asthma', 'NOUN')1
('sinus', 'NOUN')1
('fever', 'NOUN')9
('godsend', 'NOUN')2
('stresses', 'NOUN')11
('housekeeping', 'NOUN')4
('cleaners', 'NOUN')6
('loads', 'NOUN')8
('washing', 'VERB')25
('reupholstering', 'VERB')1
('redecorating', 'VERB')2
('repainting', 'VERB')1
('mildew', 'NOUN')1
('rust', 'NOUN')6
('fatigued', 'VERB')3
('daytime', 'ADJ')13
('naps', 'NOUN')1
('shade-darkened', 'ADJ')1
('sleep', 'VERB')20
('awake', 'VERB')2
('refreshed', 'VERB')4
('screens', 'NOUN')5
('storm', 'NOUN')15
('conditioner', 'NOUN')9
('per-year', 'ADJ')1
('two-story', 'ADJ')7
('out-of-the-way', 'ADJ')1
('denying', 'NOUN')1
('economical', 'ADJ')17
("year-'round", 'ADJ')3
('whole-house', 'NOUN')1
('adding', 'NOUN')1
('scratch', 'NOUN')6
('heating', 'NOUN')7
('ductwork', 'NOUN')1
('filters', 'NOUN')4
('furnace', 'NOUN')11
('blower', 'NOUN')4
('conditioners', 'NOUN')3
('horizontal', 'ADJ')7
('counterflow', 'ADJ')1
('basement', 'NOUN')27
('crawlspace', 'NOUN')1
('closet', 'NOUN')8
("furnace's", 'NOUN')1
('pipes', 'NOUN')6
('weatherproof', 'ADJ')2
('garage', 'NOUN')17
('carport', 'NOUN')1
('insulation', 'NOUN')7
('inaccessible', 'ADJ')1
('mild-winter', 'NOUN')1
('perimeter', 'NOUN')1
('diffusers', 'NOUN')1
('circulated', 'VERB')1
('radiators', 'NOUN')2
('cooling-heating', 'ADJ')1
('thermostat', 'NOUN')5
('7-room', 'ADJ')1
('$1500', 'NOUN')1
('combining', 'VERB')6
('knotty', 'ADJ')2
('self-contained', 'ADJ')4
('oversize', 'ADJ')2
('prefab', 'ADJ')1
('dehumidified', 'VERB')1
('rambling', 'VERB')1
('pumping', 'VERB')5
('releasing', 'VERB')2
('cycle', 'NOUN')11
('extracted', 'VERB')4
('winters', 'NOUN')2
('outside', 'ADJ')26
('degrees', 'NOUN')12
('standby', 'ADJ')1
('negligible', 'ADJ')10
('quits', 'VERB')1
('delivery', 'NOUN')10
('makeup', 'NOUN')1
('thrower', 'NOUN')2
('btu', 'NOUN')6
('rating', 'NOUN')5
('pump', 'VERB')1
('rough', 'ADJ')27
("btu's", 'NOUN')1
('square', 'ADJ')11
('1-ton', 'NOUN')1
('horsepower', 'NOUN')2
('rating', 'VERB')1
('compressor', 'NOUN')2
('components', 'NOUN')39
('1-hp', 'NOUN')1
('safest', 'ADJ')4
('estimate', 'VERB')6
('undersized', 'ADJ')1
('cycles', 'VERB')1
('money-saving', 'ADJ')1
('pare', 'VERB')2
('well-designed', 'ADJ')1
('1200-square-foot', 'ADJ')1
('comfortably', 'ADV')7
('$128', 'NOUN')1
('$11', 'NOUN')1
('penetrate', 'VERB')3
('overhangs', 'NOUN')2
('trellises', 'NOUN')1
('blinds', 'NOUN')3
('draperies', 'NOUN')4
('shading', 'VERB')1
('obliquely', 'ADV')1
('heat-absorbing', 'ADJ')1
('insulated', 'VERB')3
('combat', 'VERB')2
('condensation', 'NOUN')7
('restrict', 'VERB')7
('shade', 'VERB')2
('gain', 'VERB')9
('heater', 'NOUN')12
('insulate', 'VERB')2
('weatherstrip', 'VERB')1
('double-glaze', 'VERB')1
('6-4-2', 'NUM')1
('wool', 'NOUN')4
('floors', 'NOUN')8
('extra-thick', 'ADJ')1
('light-colored', 'ADJ')1
('foil', 'VERB')1
('droves', 'NOUN')1
('ventilator', 'NOUN')1
('shower', 'VERB')2
('drier', 'NOUN')1
('pretending', 'VERB')10
('workmanship', 'NOUN')1
('contracting', 'NOUN')1
('pre-planning', 'NOUN')1
('objectives', 'NOUN')27
('topographic', 'ADJ')1
('orienting', 'VERB')3
('geological', 'ADJ')7
("assessor's", 'NOUN')1
('ownerships', 'NOUN')3
('etcetera', 'ADV')8
('sketch', 'NOUN')12
('planner', 'NOUN')1
('investigator', 'NOUN')3
('inexperienced', 'ADJ')2
('base', 'VERB')2
('rundown', 'ADJ')1
('slum', 'NOUN')5
('desolate', 'ADJ')4
('potentials', 'NOUN')1
('frontage', 'NOUN')7
('vastly', 'ADV')7
('polluted', 'VERB')1
('overall', 'ADJ')4
('overlooks', 'VERB')2
('relaxing', 'VERB')2
('surf', 'NOUN')1
('shrubs', 'NOUN')3
('bathing', 'VERB')7
('fishing', 'VERB')18
('camping', 'VERB')17
('cools', 'VERB')2
('nourishes', 'VERB')1
('afforded', 'VERB')6
('stagnant', 'ADJ')4
('watershed', 'NOUN')3
('unrestricted', 'ADJ')3
('logging', 'NOUN')1
('flooding', 'VERB')1
('deserts', 'NOUN')2
('waterfalls', 'NOUN')1
('stocking', 'VERB')1
('flyways', 'NOUN')1
('migratory', 'ADJ')3
('clams', 'NOUN')2
('marine', 'ADJ')2
('coastal', 'ADJ')3
('deposits', 'NOUN')4
('crust', 'NOUN')1
('shipwreck', 'NOUN')1
('agates', 'NOUN')1
('semi-precious', 'ADJ')1
('stones', 'NOUN')10
('pan', 'VERB')1
('archeological', 'ADJ')1
('caves', 'NOUN')4
('artifacts', 'NOUN')1
('encroachment', 'NOUN')5
('radius', 'NOUN')3
("fisherman's", 'NOUN')1
('topography', 'NOUN')6
('elevation', 'NOUN')3
('slopes', 'NOUN')5
('drainage', 'NOUN')9
('outcrops', 'NOUN')1
('topsoil', 'NOUN')1
('subsoil', 'NOUN')1
('level', 'ADJ')9
('ballfields', 'NOUN')1
('limits', 'VERB')3
('moving', 'NOUN')1
('grading', 'VERB')1
('drinking', 'VERB')27
('irrigation', 'NOUN')3
('checking', 'NOUN')1
('hazards', 'NOUN')3
('logged', 'VERB')1
('stumps', 'NOUN')3
('clean-up', 'NOUN')1
('landscaping', 'VERB')1
('sheltered', 'VERB')2
('rainfall', 'NOUN')1
('useable', 'ADJ')1
('serge', 'NOUN')4
('70th', 'ADJ')1
('sovietskaya', 'ADJ')1
('muzyka', 'NOUN')1
('personifies', 'VERB')2
('republics', 'NOUN')6
('mercurial', 'ADJ')1
('pranks', 'NOUN')1
('bonheur', 'NOUN')1
('social-economic', 'ADJ')3
('monde', 'NOUN')2
('post-world', 'ADJ')1
("prokofieff's", 'NOUN')6
('composer-pianist-conductor', 'NOUN')1
('ingenious', 'ADJ')6
('well-trained', 'ADJ')1
('traditionalists', 'NOUN')1
('modernism', 'NOUN')1
('neo-classicists', 'NOUN')1
('tongue-in-cheek', 'ADJ')1
('18th-century', 'NOUN')1
('ascending', 'VERB')3
('koussevitzky', 'NOUN')3
('skeptical', 'ADJ')4
